"id": "1","label": "power"#"id": "2","label": "power_aver"#"id": "3","label": "power_peak"#
2025/07/21 06:02:43#606#565#642
2025/07/21 06:12:45#552#566#636
2025/07/21 06:22:47#564#565#654
2025/07/21 06:32:48#564#564#636
2025/07/21 06:42:49#558#566#636
2025/07/21 06:52:51#552#565#642
2025/07/21 07:02:53#552#565#642
2025/07/21 07:12:55#546#566#654
2025/07/21 07:22:57#546#565#630
2025/07/21 07:32:59#558#566#636
2025/07/21 07:42:59#564#566#648
2025/07/21 07:53:00#564#565#642
2025/07/21 08:03:00#552#557#636
2025/07/21 08:13:02#612#552#636
2025/07/21 08:23:02#564#555#630
2025/07/21 08:33:04#606#583#648
2025/07/21 08:43:06#576#567#642
2025/07/21 08:53:08#570#566#648
